name,lat,lon
"Suursuonlaita 1, Helsinki",60.234707,24.935877
"Porvoonkatu 15, Helsinki",60.190162,24.947207
"Kilpolantie 16, Helsinki",60.239717,25.087413
"Tilkankatu 2, Helsinki",60.203497,24.895486
"Topeliuksenkatu 1, Helsinki",60.179583,24.923109
"Rapakivenkuja 1, Helsinki",60.239572,25.003783
"Mäkitorpantie 3, Helsinki",60.222902,24.949161
"Tilanhoitajankaari 3, Helsinki",60.232523,25.02975
"Sturenkatu 16, Helsinki",60.193118,24.951369
"Lippajärvi, Espoo",60.230526,24.716236
"Radiokatu 1, Helsinki",60.203107,24.927703
"Trillakatu 5, Espoo",60.218129,24.786225
"Salomonkatu 17, Helsinki",60.169019,24.929382
"Piispanpiha 4, Espoo",60.164077,24.733861
"Lehtikuusentie 1, Helsinki",60.19466,24.904551
"Ratavartijankatu 5, Helsinki",60.196712,24.936387
"Näyttelijäntie 15, Helsinki",60.230794,24.892074
"Kerttulinkuja 1, Helsinki",60.189105,25.037547
"Kyläsaarenkatu 8, Helsinki",60.19948,24.971415
"Kallion kirkko, Helsinki",60.184276,24.949341
"Palkkatilanportti 1, Helsinki",60.196325,24.928257
"Helsingin tuomiokirko, Helsinki",60.170374,24.952194
"Kulovalkeantie 21, Espoo",60.207568,24.685883
"Pyöräilystadion, Helsinki",60.20309,24.945357
"Meritullinkatu 1, Helsinki",60.17034,24.958935
"Suvilahti, Helsinki",60.186582,24.972701
"Hämeentie 156, Helsinki",60.213696,24.978062
"Vihdintie 1, Helsinki",60.209545,24.88999
"Upseerinkatu 11, Espoo",60.214822,24.820278
"Mäkelänkatu, Helsinki",60.191577,24.961917
"Kivalterintie, Helsinki",60.228451,24.950423
"Kaisaniemi, Helsinki",60.174969,24.950534
"Kumpulantie 9, Helsinki",60.196435,24.945155
"Hämeentie 9, Helsinki",60.18184,24.956184
"Kotkatie 6, Espoo",60.230394,24.761847
"Töölöntulli 2, Helsinki",60.19076,24.913023
"Kipparinkatu 2, Espoo",60.150566,24.64928
"Messeniuksenkatu, Helsinki",60.187975,24.915445
"Lipparinne 1, Espoo",60.238834,24.735184
"Mechelininkatu, Helsinki",60.173492,24.919133
"Neljäs Linja 1, Helsinki",60.181882,24.954883
"Ruotsinpiha 1, Vantaa",60.28554,24.958867
"Tilkankatu 39, Helsinki",60.197952,24.898692
"Olarin koulu ja lukio, Espoo",60.180365,24.737449
"Hämeentie, Helsinki",60.198494,24.961933
"Pasilan Puistotie 6, Helsinki",60.197585,24.924948
"Tammistonkatu 23, Vantaa",60.272613,24.963977
"Kasavuorentie 1, Kauniainen",60.215411,24.703004
"Raumantie 4, Helsinki",60.207682,24.870655
"Mannerheiminaukio 1, Helsinki",60.171171,24.938927
"Aurorakoti, Espoo",60.236922,24.706917
"Arkadiankatu 22, Helsinki",60.170781,24.924278
"Merikasarminkatu 1, Helsinki",60.166591,24.969186
"Myrttitie 2, Helsinki",60.244307,24.996105
"Kuunkehrä 2, Espoo",60.173007,24.725024
"Lotankatu 1, Espoo",60.235312,24.831886
"Eläintarhantie 5, Helsinki",60.181851,24.942424
"Martinkyläntie 48, Vantaa",60.276324,24.820586
"Ukkostie 1, Helsinki",60.247579,24.996339
"Hämeentie 11, Helsinki",60.183027,24.95923
"Kulorastaantie 3, Vantaa",60.34649,25.058437
"Sörnäisten Rantatie 27, Helsinki",60.186422,24.96681
"Kilonpuiston koulu, Espoo",60.216103,24.791216
"Leppäkorpi, Vantaa",60.362605,25.095628
"Yrjönkatu 24, Helsinki",60.167439,24.939179
"Merimiehenkatu 36, Helsinki",60.15916,24.933229
"Louhikkotie 20, Helsinki",60.254435,25.074825
"Itätuulenkuja 1, Espoo",60.173804,24.803129
"Ilmarinkatu 1, Helsinki",60.171864,24.922894
"Siilitie 1, Helsinki",60.207694,25.045875
"Turuntie 42, Espoo",60.219031,24.828827
"Tarhurintie 1, Vantaa",60.312866,25.043306
"Sale Kirkkonummi, Kirkkonummi",60.125235,24.437285
"Säterinkatu 6, Espoo",60.213837,24.809567
"Rasinkatu 10, Vantaa",60.323129,25.065167
"Annankatu 32, Helsinki",60.16839,24.934523
"Mannerheimintie 100, Helsinki",60.18861,24.917398
"Haapaniemenkatu 1, Helsinki",60.18184,24.956184
"Soittajantie 3, Helsinki",60.240667,24.875848
"Otaniementie 19, Espoo",60.187328,24.81541
"Gyldenintie 1, Helsinki",60.158416,24.877261
"Vuorikatu 19, Helsinki",60.172882,24.947889
"Lauttasaarentie 1, Helsinki",60.161784,24.892603
"Jousenkaari 5, Espoo",60.174631,24.788054
"Isokaari 1, Helsinki",60.158193,24.871407
"Pirjontie 1, Helsinki",60.234384,24.930117
"Iso Puistotie 1, Helsinki",60.157493,24.95584
"Ilkantie 3, Helsinki",60.221726,24.903128
"Haapaniemenkatu 14, Helsinki",60.179647,24.961351
"Louhikkotie 1, Helsinki",60.257026,25.081903
"Haaga-Helia ammattikorkeakoulu, Helsinki",60.246665,25.014853
"Kauniaisten kaupunginkirjasto, Kauniainen",60.21084,24.725788
"Kielotie 5, Vantaa",60.288902,25.035259
"Puunhaltijankuja 2, Vantaa",60.323717,25.042747
"Vanha Viertotie 9, Helsinki",60.210668,24.886038
"Airport T2, V5312, Vanda",60.317887,24.966144
"Mannerheimintie 12, Helsinki",60.167902,24.940683
"Hilapellontie 4, Helsinki",60.239742,24.836941
"Kampintori, Helsinki",60.167931,24.931554
"Nordenskiöldinkatu 20, Helsinki",60.191845,24.924373
"Lentoasema, Vantaa",60.315781,24.968452
"Pursimiehenkatu 1, Helsinki",60.160908,24.941445
"Jaakonkatu 3, Vantaa",60.285062,24.853304
"Keskuskatu 7, Helsinki",60.169528,24.943573
"Kämnerintie 7, Helsinki",60.275831,25.027236
"Huopalahdentie 28, Helsinki",60.210342,24.878604
"Sörnäisten Rantatie 31, Helsinki",60.187326,24.968919
"Iso Paja, 2094, Helsinki",60.202617,24.924993
"Aleksanterinkatu 15, Helsinki",60.169035,24.944776
"Mannerheimintie 160, Helsinki",60.197725,24.900204
"Pursimiehenkatu, Helsinki",60.159616,24.938459
"Päiväkumpu, Vantaa",60.324984,25.100251
"Tornihaukantie 6, Espoo",60.228417,24.772998
"Välimerenkatu 9, Helsinki",60.159602,24.917108
"Rajatie 7, Helsinki",60.263158,25.020551
"Mannerheimintie 10, Helsinki",60.167549,24.941083
"Koskelantie 72, Helsinki",60.217377,24.977621
"Rastasniityntie 1, Espoo",60.232878,24.753639
"Muurala, Espoo",60.212313,24.640894
"Laajasalo, Helsinki",60.175209,25.030861
"Alakiventie 2, Helsinki",60.220926,25.07986
"Rautkalliontie 1, Vantaa",60.322042,25.06639
"Panuntie 11, Helsinki",60.221632,24.948218
"Töölönkatu 1, Helsinki",60.173583,24.931763
"Kaivopiha / Mannerheimintie 5, Helsinki",60.169806,24.940348
"Järvenperän koulu, Espoo",60.23911,24.704693
"Suvilahdenkatu 10, Helsinki",60.187948,24.969079
"Sörnäinen(M), Helsinki",60.187947,24.963035
"Kokkokalliontie 9, Helsinki",60.230584,24.851578
"Ristipellontie 6, Helsinki",60.238335,24.852082
"Laajalahdentie 21, Helsinki",60.200306,24.878386
"Junailijankuja 1, Helsinki",60.197481,24.939028
"Lentoasema, Vantaa",60.315781,24.968452
"Pasilanraitio 13, Helsinki",60.202235,24.925394
"Kolkekannaksentie 1, Espoo",60.234432,24.719429
"Hämeentie 105, Helsinki",60.199489,24.963801
"Unioninkatu 38, Helsinki",60.171484,24.950391
"Niipperi, Espoo",60.288127,24.74004
"Meri-Rastilan Tie 1, Helsinki",60.204918,25.117806
"Myllypuron metroasema, Helsinki",60.224594,25.076641
"Heinjoenpolku 1, Espoo",60.203837,24.802889
"Juhana Herttuan tie, 3089, Helsinki",60.21953,24.967777
"A.i. Virtasen Aukio 1, Helsinki",60.205499,24.963825
"Tikkurilantie 140, Vantaa",60.301801,24.939917
"Vanha Porvoontie 229, Vantaa",60.295126,25.086311
"Mannerheimintie, Helsinki",60.187696,24.918749
"Museokatu 44, Helsinki",60.175137,24.919694
"Maamiehentie 2, Helsinki",60.266038,25.058668
"Soukanniementie 1, Espoo",60.129123,24.67926
"Niemenmäki, Helsinki",60.206071,24.885243
"Sturenkatu 21, Helsinki",60.192325,24.953493
"Jakomäentie, Helsinki",60.25535,25.069746
"Itämerentori 2, Helsinki",60.163913,24.913627
"Kaivosrinteentie, Vantaa",60.27009,24.870676
"Kyyhkysmäki 2, Espoo",60.228494,24.813248
"Karantie 2, Espoo",60.21527,24.759863
"TOLSA, Kirkkonummi",60.11779,24.470714
"Jarrumiehenkatu 2, Helsinki",60.201529,24.940596
"Piilipuuntie 1, Espoo",60.184789,24.740604
"Paraistentie 19, Helsinki",60.204122,24.903729
"Mannerheimintie 15, Helsinki",60.180495,24.928911
"Puosunrinne 1, Espoo",60.148884,24.646157
"Rautalammintie 2, Helsinki",60.196418,24.954483
"Mannerheimintie 170, Helsinki",60.203959,24.89856
"Ratsastie 10, Helsinki",60.198749,24.910459
"Rummunlyöjänkatu 3, Espoo",60.217794,24.806053
"Roihuvuorentie 20, Helsinki",60.200746,25.058359
"Rautatientori, Helsinki",60.171283,24.942572
"Suovakuja 1, Helsinki",60.241655,24.922992
"Palkkatilankatu 9, Helsinki",60.196963,24.923707
"Venuksentie 6, Vantaa",60.343684,25.096677
"Mannerheimintie 55, Helsinki",60.190179,24.916054
"Taimistontie 2, Helsinki",60.218032,24.866878
"Leppäsuonkatu 11, Helsinki",60.169462,24.921531
"Kapteeninkatu 1, Helsinki",60.155933,24.946116
"Käpylänkuja 1, Helsinki",60.215084,24.956931
"Kaivomestarinkatu, Espoo",60.208989,24.662027
"Viikinkaari, Helsinki",60.226277,25.015755
"Kivenlahdenkatu 1, Espoo",60.155809,24.630993
"Keilaranta 21, Espoo",60.178947,24.83667
"Kaisaniemenkatu 1, Helsinki",60.170671,24.946061
"Lehtisaarentie 1, Helsinki",60.180663,24.850044
"Länsimäki, Vantaa",60.243188,25.117151
"Alppikatu 15, Helsinki",60.185538,24.945602
"Itämerenkatu 11, Helsinki",60.16381,24.915652
"Huovitie 5, Helsinki",60.222291,24.904175
"Mannerheimintie 166, Helsinki",60.200908,24.897564
"Ulappakatu 1, Espoo",60.150509,24.655734
"Vanha Viertotie 1, Helsinki",60.209549,24.888564
"Landbo, Helsinki",60.269416,25.19459
"Timpurinkuja 1, Espoo",60.22284,24.814112
"Vanhanlinnantie 1, Helsinki",60.213659,25.087866
"Ruoholahdenkatu 14, Helsinki",60.165311,24.927146
"Vaskihuhdantie, Helsinki",60.274278,25.00547
"Töölönlahdenkatu 3, Helsinki",60.173773,24.939287
"Haapaniemenkatu 6, Helsinki",60.181581,24.959229
"Liisankatu 13, Helsinki",60.174526,24.956602
"Koivukyläntie 51, Vantaa",60.315936,25.038324
"Adolf Lindforsin Tie 1, Helsinki",60.229725,24.894364
"Piilipuuntie 21, Espoo",60.187972,24.739231
"Laajalahti, Espoo",60.198862,24.838751
"Ratamestarinkatu 7, Helsinki",60.199808,24.940141
"Ojahaantie 5, Vantaa",60.265678,24.85942
"Pietarinkatu 15, Helsinki",60.157383,24.946386
"Otsonkallio 3, Espoo",60.179742,24.817321
"Otahalli, Espoo",60.184212,24.835262
"Pelastusasema 3, Vantaa",60.323251,24.920778
"Ruosilantie 2, Helsinki",60.237556,24.857805
"OP Tullinpuomi, Helsinki",60.190863,24.913089
"Katajanokanlaituri 7, Helsinki",60.165942,24.964381
"Runeberginkatu, Helsinki",60.169779,24.926741
"Tikkurilantie 148, Vantaa",60.300266,24.924973
"Töölönkatu 28, Helsinki",60.178211,24.926135
"Klariksentie 2, Espoo",60.184184,24.740952
"Sturenkatu 11, Helsinki",60.18842,24.946107
"Valimopolku 4, Helsinki",60.221671,24.874821
"Pirkkolan urheilup., Helsinki",60.232544,24.910059
"Sepontie 2, Espoo",60.187397,24.790857
"Kulttuuritalo, Helsinki",60.188292,24.944199
"Kluuvikatu 8, Helsinki",60.169461,24.946804
"Tali, Helsinki",60.211975,24.859626
"Sörkka, Helsinki",60.180718,24.955042
"Huovitie 1, Helsinki",60.222505,24.905805
"Tikkurilan urheilupuisto, Vantaa",60.299721,25.026506
"Porvoonkatu, Helsinki",60.190505,24.945531
"Kivihaantie 7, Helsinki",60.212156,24.905093
"Pohjoinen Hesperiankatu 23, Helsinki",60.177263,24.920677
"Rautalammintie 5, Helsinki",60.197543,24.951743
"Eteläranta 10, Helsinki",60.165293,24.952021
"Ulvilantie 21, Helsinki",60.209201,24.868499
"Espoonlahden koulu ja lukio, Espoo",60.144601,24.664133
"Matinkatu 1, Espoo",60.160601,24.7476
"Karhunkierros, Vantaa",60.258035,24.810902
"Uudenmaankatu 16, Helsinki",60.163902,24.939906
"Mikonkatu 15, Helsinki",60.171186,24.945633
"Iso Roobertinkatu, Helsinki",60.162943,24.939272
"Kaikukatu, Helsinki",60.182643,24.95981
"Kala-Maija 1, Espoo",60.1595,24.740953
"Latokartanonkaari 7, Helsinki",60.228687,25.018224
"Maakirjantie 2, Espoo",60.183912,24.743441
"Pohjoinen Rautatiekatu 9, Helsinki",60.17169,24.932459
"Mäkelänkatu 86, Helsinki",60.212318,24.942988
"Askisto, Vantaa",60.282495,24.776896
"Kanneltalo, Helsinki",60.238902,24.875959
"Hämeenkylä, Vantaa",60.268342,24.781205
"Nordenskiöldinkatu, Helsinki",60.191398,24.924428
"Koivu-Mankkaan Tie 1, Espoo",60.17463,24.779941
"Malminiitty, Vantaa",60.314627,25.037656
"Mannerheimintie 9, Helsinki",60.170488,24.938321
"Valimotie 21, Helsinki",60.220308,24.879477
"Paulankatu 2, Helsinki",60.193817,24.929281
"Pohjois-Haagan yhteiskoulu, Helsinki",60.226765,24.897688
"Osmontie 43, Helsinki",60.218724,24.946576
"Ojahaantie 1, Vantaa",60.264332,24.859472
"Paciuksenkaari 1, Helsinki",60.19693,24.898793
"Harustie 8, Helsinki",60.202881,25.122379
"Von Daehnin Katu 8, Helsinki",60.231125,25.046322
"Revontulentie 7, Espoo",60.172731,24.806139
"Karsikkokuja 15, Vantaa",60.319507,25.059478
"Vilniementie 1, Espoo",60.234791,24.723595
"Havukoski, Vantaa",60.317924,25.070136
"Kilonportti 1, Espoo",60.219354,24.784301
"Naalitie, Vantaa",60.349945,25.086736
"Kutomotie 4, Helsinki",60.214226,24.874887
"Kilonkallio 10, Espoo",60.221983,24.778743
"Nordenskiöldinkatu 18, Helsinki",60.191529,24.920262
"Sentnerikuja 1, Helsinki",60.22827,24.878023
"Talin Puistotie 1, Helsinki",60.217765,24.867618
"Dynamicum, Helsinki",60.203835,24.960893
"Radiokatu 20, Helsinki",60.203729,24.918136
"Tiimalasintie 1, Espoo",60.168129,24.612204
"Sturenkatu 40, Helsinki",60.196423,24.95948
"Länsituulentie, Espoo",60.175589,24.803337
"Kamppi, Helsinki",60.16902,24.931702
"Karakalliontie 1, Espoo",60.227324,24.759817
"Kaj Franckin Katu 1, Helsinki",60.20828,24.979498
"Strömberginkuja 3, Helsinki",60.222252,24.863444
"Kampen, Helsingfors",60.168438,24.929283
"Harjannetie 44, Helsinki",60.224619,24.989597
"Alppikatu 5, Helsinki",60.185031,24.941828
"Teollisuuskatu 15, Helsinki",60.193732,24.950411
"Kontulankaari 11, Helsinki",60.245066,25.079025
"Heikkiläntie 7, Helsinki",60.15616,24.884639
"Kalastajanmäki 1, Espoo",60.154416,24.729391
"Alaportti 1, Espoo",60.175109,24.732903
"Hämeentie 19, Helsinki",60.185795,24.962214
"Lintuvaara, Espoo",60.237785,24.796922
"Eira, Helsinki",60.156455,24.937049
"Näyttelijäntie 14, Helsinki",60.229643,24.896174
"Maakaari 1, Helsinki",60.229932,25.024578
"Lämmittäjänkatu 2, Helsinki",60.199356,25.038342
"Porttipuistontie 1, Vantaa",60.279797,25.082106
"Myyrmäentie 4, Vantaa",60.266671,24.852484
"Latokartano, Helsinki",60.226243,25.029124
"Arkadiankatu 26, Helsinki",60.171234,24.922248
"Vitikka 1, Espoo",60.208718,24.762819
"Tunturikatu 16, Helsinki",60.174025,24.923839
"Sturenkatu 13, Helsinki",60.189157,24.947251
"Viikintori 3, Helsinki",60.227528,25.008561
"Lehtikuusentie 6, Helsinki",60.196445,24.907845
"Väinö Tannerin Tie 1, Vantaa",60.292885,24.95698
"Servin Maijan Tie 12, Espoo",60.190931,24.83743
"Perhonkatu 11, Helsinki",60.170814,24.921265
"Tapionaukio, Espoo",60.176351,24.806392
"Karvaamokuja, Helsinki",60.215817,24.881089
"Mannerheimintie, Helsinki",60.187696,24.918749
"Urho Kekkosen Katu 1, Helsinki",60.169813,24.935317
"Varisto, Vantaa",60.271141,24.812858
"Tilkankatu 1, Helsinki",60.203997,24.895237
"Tyynenmerenkatu 1, Helsinki",60.159903,24.920915
"Kylävainiontie 20, Espoo",60.21007,24.676917
"Aleksis Kiven Katu 9, Helsinki",60.189761,24.953256
"Ruorimiehenkatu 1, Espoo",60.148588,24.651241
"Kirstintie 1, Espoo",60.200517,24.665935
"Serkustentie 1, Helsinki",60.254453,24.897764
"Laaksolahti, Espoo",60.240198,24.757427
"Ämmässuon kaatopaikka, Espoo",60.238449,24.535416
"Palkkatilankatu 1, Helsinki",60.19576,24.927192
"Latokartanontie 16, Helsinki",60.244636,25.015038
"Urheilupuisto, Espoo",60.174559,24.781082
"Elimäenkatu 15, Helsinki",60.194533,24.94991
"Sturenkatu, Helsinki",60.190843,24.948729
"Sotungin koulu, Vantaa",60.280261,25.12137
"Kalastajankuja 1, Espoo",60.153118,24.731246
"Pajuniityntie 10, Helsinki",60.218485,24.905465
"Lummetie, Vantaa",60.297379,25.031305
"Haapaniemenkatu 4, Helsinki",60.181808,24.958188
"Helsingin luonnontiedelukio, Helsinki",60.210268,24.943388
"Kaj Franckin Katu 4, Helsinki",60.208501,24.980459
"Vesirattaanmäki 1, Espoo",60.227324,24.666557
"Ida Aalbergin tie 3, Helsinki",60.23048,24.89897
"Vaarala, Vantaa",60.264818,25.096948
"Sauvatie, Vantaa",60.31977,25.073512
"Näkinkuja 3, Helsinki",60.18031,24.953664
"Urheilukatu, Helsinki",60.188153,24.920234
"Paraistentie 18, Helsinki",60.203942,24.903163
"Siilitien metroasema, Helsinki",60.205729,25.043849
"Sanomatalo, Helsinki",60.172453,24.937875
"Mäkelänkatu 47, Helsinki",60.19877,24.949159
"Brysselinkatu 3, Helsinki",60.202851,24.972163
"Sörnäisten Rantatie 1, Helsinki",60.180095,24.952524
"Kivihaka, Helsinki",60.210094,24.903496
"Samarian terveyskeskus, Espoo",60.201996,24.654193
"Pihlajisto, Helsinki",60.231024,25.001334
"Mechelininkatu, Helsinki",60.173492,24.919133
"Haapaniemi, Helsinki",60.182614,24.957219
"Viikin kirjasto, Helsinki",60.227529,25.013025
"Pohjoinen Rautatiekatu 29, Helsinki",60.168938,24.924196
"Maakaari 6, Helsinki",60.23055,25.025119
"Pasilanraitio 5, Helsinki",60.197714,24.927502
"Nauvontie 3, Helsinki",60.206797,24.901916
"Hämeentie 152, Helsinki",60.211612,24.976514
"Mäkelänrinne 5, Helsinki",60.198532,24.950653
"Tukkitie 18, Helsinki",60.271769,25.072921
"Matinniitty 1, Espoo",60.159836,24.745904
"Pasilankatu 2, Helsinki",60.195583,24.928466
"Ulvilantie 27, Helsinki",60.208911,24.875649
"Työpajankatu 2, Helsinki",60.190445,24.972473
"Betonimiehenkuja 5, Espoo",60.180984,24.831683
"Puumiehenkuja 2, Espoo",60.186964,24.824994
"Maauunintie 19, Vantaa",60.344388,25.059595
"Servinkuja 1, Espoo",60.190276,24.835237
"Killinmäki, Kirkkonummi",60.131775,24.479459
"Paavo Nurmen Kuja 1, Helsinki",60.183398,24.925826
"Rastilan metroasema, Helsinki",60.20566,25.120476
"Puutarhurinkuja 2, Helsinki",60.207879,24.893653
"Viikin normaalikoulu, Helsinki",60.2277,25.030158
"Vantaankosken koulu, Vantaa",60.293324,24.852601
"Suursuon sairaala, Helsinki",60.234874,24.932495
"Majurinkatu 12, Espoo",60.216679,24.825643
"Tiedekirjasto, Helsinki",60.20495,24.962143
"Liikuntamylly, Helsinki",60.224634,25.077394
"Kumpulantie 3, Helsinki",60.196467,24.942014
"Sturenkatu 8, Helsinki",60.189425,24.946585
"Tähkäkuja, Vantaa",60.29979,25.061946
"Nahkahousuntie 5, Helsinki",60.151038,24.883977
"Pajuniityntie 1, Helsinki",60.216706,24.906012
"Ahertajantie, Espoo",60.178694,24.797883
"Pälkäneentie 13, Helsinki",60.195149,24.950269
"Verkkokauppa.com, Helsinki",60.156464,24.921045
"Sörnäisten Rantatie 33, Helsinki",60.187948,24.969079
"Pietari Hannikaisen Tie 1, Helsinki",60.225878,24.897554
"Aleksis Kiven katu, Helsinki",60.193112,24.94363
"Asemakuja 1, Espoo",60.20445,24.659754
"Mannerheimintie 96, Helsinki",60.187998,24.917924
"Gustaf Hällströmin Katu 2, Helsinki",60.204867,24.963034
"Kylmäojantie 4, Vantaa",60.321176,25.015536
"Exactum, Helsinki",60.20442,24.961769
"Jaakonkatu 3, Helsinki",60.169928,24.931759
"Pasilan poliisitalo, Helsinki",60.20224,24.925345
"Alppikatu 1, Helsinki",60.183856,24.940783
"Strömbergintie 1, Helsinki",60.221612,24.867765
"Porkkalankatu 22, Helsinki",60.163958,24.909064
"Alvar Aallon Katu 1, Helsinki",60.176383,24.938511
"Muotoilijankatu 3, Helsinki",60.21004,24.978253
"Tekniikantie 14, Espoo",60.185407,24.812273
"Työväen akatemia, Kauniainen",60.222279,24.71712
"Kulomäki, Vantaa",60.342932,25.059943
"Munkkiniemen Yhteiskoulu, Helsinki",60.20028,24.878331
"Vasamatie 1, Espoo",60.211698,24.770197
"Columbus, Helsinki",60.207402,25.145805
"Siilitie 13, Helsinki",60.213648,25.043969
"Pasilanraitio 4, Helsinki",60.196435,24.926103
"Pohjois-Haagan asema, Helsinki",60.229909,24.883091
"Liisankuja 2, Espoo",60.15304,24.744045
"Itälahdenkatu, Helsinki",60.15067,24.88115
"Ravals, Kirkkonummi",60.129131,24.41735
"Urheilukatu 1, Helsinki",60.187822,24.921001
"Ohratie 16, Vantaa",60.299691,25.066028
"Peltokyläntie 1, Helsinki",60.267606,24.980777
"Purotie 1, Helsinki",60.217264,24.868842
"Läkkisepäntie 23, Helsinki",60.220485,24.943722
"Kankaretie, Helsinki",60.258352,25.081707
"Töölöntorinkatu 2, Helsinki",60.177692,24.924509
"Runeberginkatu, Helsinki",60.167871,24.93012
"Revontulentie 1, Espoo",60.173237,24.809603
"Malmitalo, Helsinki",60.250526,25.014631
"Viipurinkatu 1, Helsinki",60.190905,24.946511
"Tapionaukio 3, Espoo",60.177334,24.807473
"Suursuonlaita 3, Helsinki",60.234866,24.932236
"Itäviitta 5, Espoo",60.167025,24.615745
"Ohjaajantie 1, Helsinki",60.227854,24.894719
"Pekankatu 5, Helsinki",60.251014,25.013929
"Otakaari 24, Espoo",60.185207,24.832342
"Otakaari 18, Espoo",60.188193,24.83532
"Itätuulentie 1, Espoo",60.173548,24.802316
"Aleksis Kiven Katu 48, Helsinki",60.191095,24.947707
"Vanha Nurmijärventie 21, Vantaa",60.281768,24.877542
"Vallilan kirjasto, Helsinki",60.192281,24.961126
"Kirkkojärven koulu, Espoo",60.209386,24.664426
"Point, V5119, Vantaa",60.286042,24.95756
"Nosturi, Helsinki",60.15973,24.93097
"Siltamäki, Helsinki",60.278148,24.983344
"Malminkartanon asema, Helsinki",60.249216,24.861327
"Martinsillantie 10, Espoo",60.159939,24.696046
"Ala-Malmin Tori 1, Helsinki",60.250505,25.014719
"Lumon lukio, Vantaa",60.351641,25.076592
"Louhelantie 1, Vantaa",60.269771,24.8587
"Bunkkeri, Helsinki",60.155585,24.920821
"Karaportti 3, Espoo",60.225042,24.758239
"Muurikuja 1, Helsinki",60.195318,24.972935
"Talvikkitie 119, Vantaa",60.318201,25.052421
"Näyttelijäntie 24, Helsinki",60.232519,24.892703
"Hevosmiehenkatu 1, Helsinki",60.255276,25.064095
"Eestinlaakso, Espoo",60.166738,24.676373
"Havukosken koulu, Vantaa",60.318569,25.078077
"Niemitie 1, Helsinki",60.266237,24.980482
"Vanha Talvitie 14, Helsinki",60.192528,24.975506
"Lastenlinnantie 2, Helsinki",60.185792,24.909533
"Tapiolan uimahalli, Espoo",60.1784,24.807558
"Vanha Turuntie 1, Espoo",60.224117,24.721356
"Bulevardi, Helsinki",60.164875,24.936378
"Mannerheimintie 29, Helsinki",60.185611,24.922043
"Kurkisuontie 9, Helsinki",60.232938,25.065268
"Hevosenkenkä 3, Espoo",60.21811,24.814337
"Rajatorpantie 8, Vantaa",60.258431,24.852301
"Liisankatu 1, Helsinki",60.174499,24.960697
"Tyynenmerenkatu 7, Helsinki",60.157319,24.921541
"Roihuvuori, Helsinki",60.205502,25.066329
"Läkkisepäntie 21, Helsinki",60.219968,24.942833
"Porvoonkatu 3, Helsinki",60.189015,24.951463
"Käpyläntie 11, Helsinki",60.217923,24.962224
"Hämeentie 2, Helsinki",60.180285,24.950563
"TF, Espoo",60.186015,24.832932
"Maininkitie 1, Espoo",60.150367,24.645654
"Merivalkama 1, Espoo",60.154313,24.633713
"Urheilukatu 5, Helsinki",60.187381,24.922039
"Espoon kulttuurikeskus, Espoo",60.1779,24.804333
"Servin Maijan Tie 1, Espoo",60.18891,24.835237
"Eskolantie 1, Helsinki",60.243906,24.99454
"Toinen Linja 14, Helsinki",60.183856,24.940783
"Eerikinkatu 24, Helsinki",60.16605,24.932507
"Opastinsilta 6, Helsinki",60.199087,24.940641
"Viikinkaari 9, Helsinki",60.227092,25.014835
"Paasivuorenkatu 5, Helsinki",60.178752,24.947594
"Maistraatinportti 3, Helsinki",60.198893,24.925876
"Siltapellonkuja 2, Helsinki",60.269189,24.989774
"Simonkatu 1, Helsinki",60.170384,24.93685
"Viikinportti 2, Helsinki",60.226651,25.008181
"Väinö Auerin Katu 11, Helsinki",60.205626,24.961597
"Siltavoudintie 24, Helsinki",60.236115,24.963659
"Viljelijäntie, Helsinki",60.242983,24.856902
"Malmin Kauppatie 18, Helsinki",60.251904,25.010369
"Mannerheimintie, Helsinki",60.187696,24.918749
"Kauniaisten asema, Kauniainen",60.211991,24.731546
"Pasilanraitio 1, Helsinki",60.196325,24.928257
"Espoontie 21, Espoo",60.215825,24.662951
"Virtatie 4, Vantaa",60.266231,24.851374
"Talonpojantie 5, Helsinki",60.230059,25.023451
"Moisiontie 3, Helsinki",60.26983,25.030743
"Metro Sörnäinen, Helsinki",60.187821,24.961115
"Televisiokatu 1, Helsinki",60.204557,24.925663
"Martinlaakson liikuntapuisto, Vantaa",60.283163,24.84867
"Kuikkakuja 1, Vantaa",60.356971,25.050399
"Pirkkola, Helsinki",60.234255,24.914395
"Valimotie 27, Helsinki",60.22162,24.876684
"Kirkkokatu 1, Espoo",60.207155,24.661835
"Rautatieläisenkatu 5, Helsinki",60.201841,24.935217
"Koivukylän koulu, Vantaa",60.324613,25.076512
"Soukankaari 1, Espoo",60.141595,24.672851
"Arabiankatu 2, Helsinki",60.207275,24.97485
"Ahertajantie 2, Espoo",60.178288,24.798093
"Tilanhoitajankaari 6, Helsinki",60.23243,25.031345
"JORVAS, Kirkkonummi",60.137887,24.512381
"Turvalaaksontie 1, Vantaa",60.301331,24.884816
"Kankaretie, Helsinki",60.258352,25.081707
"Tietotie 9, Vantaa",60.309085,24.964386
"Kinopalatsi, Helsinki",60.171132,24.946264
"Karaportti 1, Espoo",60.224711,24.756672
"Teollisuuskatu, Helsinki",60.193582,24.948639
"Ympyrätalo, Helsinki",60.180279,24.948949
"Itämerenkatu 1, Helsinki",60.164174,24.920513
"Kaivokatu 8, Helsinki",60.169961,24.941419
